WO ref,PROCESS,PART #,PART DESCRIPT,CUSTOMER,HOURS O/S,OP #,OP DESCRIPT,REQ'D DATE,PERIOD
58814/1.01,MILLING,MP/CRE1/CRE-IC1193-MDT,CRE-IC1193-MDT Rev B   SIZE 'A' HYBRID INSERT FEMALE 5-WAY (BLACK PEEK),C R ENCAPSULATION LIMITED,1.63,30,DRILLING,17/03/2021,
58814/10.01,MILLING,MP/CRE1/CRE-IC1524-MDT,CRE-IC1524-MDT REV C   INSERT SIZE 'B' 28 WAY FEMALE (EPOXY) ,C R ENCAPSULATION LIMITED,2.92,30,MILL,17/03/2021,
58814/10.01,TURNING,MP/CRE1/CRE-IC1524-MDT,CRE-IC1524-MDT REV C   INSERT SIZE 'B' 28 WAY FEMALE (EPOXY) ,C R ENCAPSULATION LIMITED,1.67,20,TURN,17/03/2021,
58814/11.01,TURNING,MP/CRE1/CRE-IC1566-MDT,CRE-IC1566-MDT REV A   ALIGNMENT FIXTURE - 12 & 14 WAY SIZE 'A' - CONNECTOR BODY (NATURAL ACETAL),C R ENCAPSULATION LIMITED,1.58,20,TURN,17/03/2021,
58814/11.01,MILLING,MP/CRE1/CRE-IC1566-MDT,CRE-IC1566-MDT REV A   ALIGNMENT FIXTURE - 12 & 14 WAY SIZE 'A' - CONNECTOR BODY (NATURAL ACETAL),C R ENCAPSULATION LIMITED,0.5,30,MANUFACTURE OF JIG OR FIXTURE,17/03/2021,
58814/11.01,MILLING,MP/CRE1/CRE-IC1566-MDT,CRE-IC1566-MDT REV A   ALIGNMENT FIXTURE - 12 & 14 WAY SIZE 'A' - CONNECTOR BODY (NATURAL ACETAL),C R ENCAPSULATION LIMITED,2.83,40,MILL,17/03/2021,
58814/2.01,MILLING,MP/CRE1/CRE-IC1201-MDT,CRE-IC1201-MDT REV C   SIZE A MALE INSERT 4-WAY  (BLACK PEEK),C R ENCAPSULATION LIMITED,1.25,30,DRILL,17/03/2021,
58814/2.01,TURNING,MP/CRE1/CRE-IC1201-MDT,CRE-IC1201-MDT REV C   SIZE A MALE INSERT 4-WAY  (BLACK PEEK),C R ENCAPSULATION LIMITED,1.75,20,TURN,17/03/2021,
58814/3.01,MILLING,MP/CRE1/CRE-IC1205-MDT,CRE-IC1205-MDT Rev B   SIZE 'A' INSERT MALE 6 WAY (BLACK PEEK),C R ENCAPSULATION LIMITED,1.25,30,DRILLING,17/03/2021,
58814/3.01,TURNING,MP/CRE1/CRE-IC1205-MDT,CRE-IC1205-MDT Rev B   SIZE 'A' INSERT MALE 6 WAY (BLACK PEEK),C R ENCAPSULATION LIMITED,1.75,20,TURN,17/03/2021,
