,WO ref,PROCESS,PART #,PART DESCRIPT,CUSTOMER,HOURS O/S,OP #,OP DESCRIPT,REQ'D DATE,PERIOD
246,58809/2.01,MILLING,MP/GEO6/420473,DD-420473 REV A   RING ANTI-EXTRUSION 007 (ISO 3601-4:2008 'T2',SONDEX WIRELINE LTD,1.5,40,MILL,2021-02-26,
247,58809/2.01,MILLING,MP/GEO6/420473,DD-420473 REV A   RING ANTI-EXTRUSION 007 (ISO 3601-4:2008 'T2',SONDEX WIRELINE LTD,0.6,50,DE-BURR,2021-02-26,
248,58758/1.01,PRESS/SEALING,GR/KEN1/P900973,"GRAPHITE RING, 23.30mm x 20.95mm x 2.15mm, DENSITY 1.6g/cc  P900973 REV B (WEIGHT 0.30/0.27gms)",SWAGELOK LIMITED,8.33,40,FINISH,2021-03-01,
249,58806/1.01,PRESS/SEALING,GR/CLY6/00010400,PACKING SET 80 x 60 x 10mm C/H DENSITY 1.6g/cc (3/SET),CLYDE BERGEMANN LTD,4.16,20,PRESS/SEALING,2021-03-01,
250,58811/1.01,MILLING,MP/QED1/21-008-010,21-008-010 REV B  END PLATE SEAL (BLACK CAST NYLON6),QED SALES LIMITED,1.75,20,MILL,2021-03-01,
251,58811/2.01,TURNING,MP/QED1/21-008-012,21-008-012 REV B BLASTER PLATE WHEEL (BLACK CASK NYLON6),QED SALES LIMITED,1.93,20,TURN,2021-03-01,
252,58811/3.01,TURNING,MP/QED1/21-008-014,21-008-014 REV B END PLATE WASHER (BLACK CAST NYLON6),QED SALES LIMITED,1.2,20,TURN,2021-03-01,
253,58824/1.01,MILLING,MP/CBF1/90071300,"BELT COUPLING, TO DRG 90071300 ISS 8",C.B. FROST,1.44,20,MILL,2021-03-01,
254,58824/1.01,MILLING,MP/CBF1/90071300,"BELT COUPLING, TO DRG 90071300 ISS 8",C.B. FROST,0.08,30,MILL,2021-03-01,
255,58824/1.01,MILLING,MP/CBF1/90071300,"BELT COUPLING, TO DRG 90071300 ISS 8",C.B. FROST,0.44,40,MILL,2021-03-01,
256,58573/1.01,TURNING,MP/SOI1/VE3236,"MAIN BODY VENOM RESERVOIR, VE3236 iss C",SOIL MACHINE DYNAMICS LIMITED,21.0,20,TURN,2021-03-02,
257,58758/1.01,PRESS/SEALING,GR/KEN1/P900973,"GRAPHITE RING, 23.30mm x 20.95mm x 2.15mm, DENSITY 1.6g/cc  P900973 REV B (WEIGHT 0.30/0.27gms)",SWAGELOK LIMITED,4.17,50,PACKING/BOX,2021-03-02,
258,58783/3.01,TURNING,MP/CRE1/CRE-MC3301-MDT,CRE-MC3301-MDT REV 04   SIZE 'A' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,20.63,40,TURN,2021-03-02,
259,58790/2.01,TURNING,MP/STE3/B02030180/69211542,B02030180   69211542 Iss D   END CAP - PEEK,STEATITE LIMITED,2.33,20,TURN,2021-03-02,
260,58818/1.01,CNC ROUTERS,MP/QED1/18-PT-114,"SLIPRING BASE (12mm THICK SRBF) PT1101, DRG 18-PT-114 REV E",QED SALES LIMITED,5.0,20,CNC ROUTER,2021-03-02,
261,58818/1.01,MANUAL MACHINING,MP/QED1/18-PT-114,"SLIPRING BASE (12mm THICK SRBF) PT1101, DRG 18-PT-114 REV E",QED SALES LIMITED,1.5,30,TAP,2021-03-02,
262,58573/1.01,MILLING,MP/SOI1/VE3236,"MAIN BODY VENOM RESERVOIR, VE3236 iss C",SOIL MACHINE DYNAMICS LIMITED,11.0,30,MILL,2021-03-03,
263,58695/1.01,TURNING,MP/PER1/2441-DET,COMPENSATOR BODY 13.5 Lt   2441-DET Rev 4  (Black),FORUM ENERGY TECHNOLOGIES (UK) LTD,7.5,20,TURN,2021-03-03,
264,58775/1.01,CNC ROUTERS,MP/SOI1/AF2722,COVER UMB TERM. AF2722 iss 0,SOIL MACHINE DYNAMICS LIMITED,2.25,20,CNC ROUTER,2021-03-03,
265,58775/1.01,MANUAL MACHINING,MP/SOI1/AF2722,COVER UMB TERM. AF2722 iss 0,SOIL MACHINE DYNAMICS LIMITED,0.5,30,FINISH,2021-03-03,
266,58790/2.01,MILLING,MP/STE3/B02030180/69211542,B02030180   69211542 Iss D   END CAP - PEEK,STEATITE LIMITED,2.75,30,MILL,2021-03-03,
267,58790/2.01,MILLING,MP/STE3/B02030180/69211542,B02030180   69211542 Iss D   END CAP - PEEK,STEATITE LIMITED,2.08,40,MILL,2021-03-03,
268,58790/3.01,TURNING,MP/STE3/B02030415/69215894,CONNECTOR SUPPORT  B02030415  69215894  Iss D,STEATITE LIMITED,1.3,20,TURN,2021-03-03,
269,58790/3.01,MILLING,MP/STE3/B02030415/69215894,CONNECTOR SUPPORT  B02030415  69215894  Iss D,STEATITE LIMITED,1.3,30,MILL,2021-03-03,
270,58790/3.01,MILLING,MP/STE3/B02030415/69215894,CONNECTOR SUPPORT  B02030415  69215894  Iss D,STEATITE LIMITED,0.4,40,MILL,2021-03-03,
271,58790/4.01,TURNING,MP/STE3/B21011831/6924261,B21011831   6924261 Iss A   DIODE SPACER INLINE - D SIZE (NYLON 66)  ,STEATITE LIMITED,0.67,20,TURN,2021-03-03,
272,58790/4.01,MILLING,MP/STE3/B21011831/6924261,B21011831   6924261 Iss A   DIODE SPACER INLINE - D SIZE (NYLON 66)  ,STEATITE LIMITED,0.83,30,MILL,2021-03-03,
273,58799/1.01,TURNING,MP/CRE1/CRE-IC1028-MDT,CRE-IC1028-MDT Rev C   SIZE 'A' HYBRID INSERT FEMALE 2 WAY (EPOXY),C R ENCAPSULATION LIMITED,1.75,20,TURN,2021-03-03,
274,58799/1.01,MILLING,MP/CRE1/CRE-IC1028-MDT,CRE-IC1028-MDT Rev C   SIZE 'A' HYBRID INSERT FEMALE 2 WAY (EPOXY),C R ENCAPSULATION LIMITED,1.5,30,MILL,2021-03-03,
275,58695/1.01,TURNING,MP/PER1/2441-DET,COMPENSATOR BODY 13.5 Lt   2441-DET Rev 4  (Black),FORUM ENERGY TECHNOLOGIES (UK) LTD,6.67,30,TURN,2021-03-04,
276,58695/1.01,TURNING,MP/PER1/2441-DET,COMPENSATOR BODY 13.5 Lt   2441-DET Rev 4  (Black),FORUM ENERGY TECHNOLOGIES (UK) LTD,6.67,40,TURN,2021-03-04,
277,58743/1.01,MILLING,MP/OCE1/0297133,"0297133 REV B   COG WHEEL PG2-28, MODIFIED",OCEANEERING INTERNATIONAL SERVICES LTD,1.25,20,MILL,2021-03-04,
278,58780/1.01,TURNING,MP/GEO6/43029,"INSULATOR LOWER MBH, DRG DD-43029 REV B",SONDEX WIRELINE LTD,1.5,20,TURN,2021-03-04,
279,58780/1.01,TURNING,MP/GEO6/43029,"INSULATOR LOWER MBH, DRG DD-43029 REV B",SONDEX WIRELINE LTD,0.19,30,TURN,2021-03-04,
280,58780/1.01,TURNING,MP/GEO6/43029,"INSULATOR LOWER MBH, DRG DD-43029 REV B",SONDEX WIRELINE LTD,0.75,40,MANUFACTURE OF JIG OR FIXTURE,2021-03-04,
281,58794/1.01,TURNING,MP/GEO1/23-71-039,23-71-039 REV A   BOBBIN SOLENOID (PEEK 450G),GEOLINK (UK) LTD,1.33,20,TURN,2021-03-04,
282,58794/1.01,MILLING,MP/GEO1/23-71-039,23-71-039 REV A   BOBBIN SOLENOID (PEEK 450G),GEOLINK (UK) LTD,0.75,30,MANUFACTURE OF JIG OR FIXTURE,2021-03-04,
283,58794/1.01,MILLING,MP/GEO1/23-71-039,23-71-039 REV A   BOBBIN SOLENOID (PEEK 450G),GEOLINK (UK) LTD,1.92,40,MILL,2021-03-04,
284,58795/1.01,TURNING,MP/DIV1/SY104604S1,"SY104604S1 REV R01   BUSH, BODY, QUICK CLAMP (ACETAL COPOLYMER, BLACK)",JFD LIMITED,0.86,20,TURN,2021-03-04,
285,58795/2.01,MILLING,MP/DIV1/SY104613,"SY104613 Rev 01   SEAT, SPRING, SWITCHED BATTERY HOUSING ",JFD LIMITED,1.08,20,MILL,2021-03-04,
286,58795/2.01,MILLING,MP/DIV1/SY104613,"SY104613 Rev 01   SEAT, SPRING, SWITCHED BATTERY HOUSING ",JFD LIMITED,0.05,30,MILL,2021-03-04,
287,58795/3.01,MILLING,MP/DIV1/CSTF1002005S1/1000/401,CSTF1002005S1 Rev R0 / 1000/401 ISS B   TUBE,JFD LIMITED,1.1,30,MILL,2021-03-04,
288,58756/1.01,PRESS/SEALING,GR/DIA1/398443-010A,"GRAPHITE PACKING SET TO DRG 398443-0110  REV A (5 RINGS/SET)
Tariff Code 84818090",DIAMOND POWER SPECIALTY LTD,12.65,20,PRESS/SEALING,2021-03-05,
289,58796/1.01,MILLING,MP/ALS1/MMHW-4R2003-1/120000104,MMHW-4R2003-1   120000104   M12 SHOULDERED WASHER ,GE ENERGY POWER CONVERSION LTD,0.9,20,MILL,2021-03-05,
290,58796/1.01,TURNING,MP/ALS1/MMHW-4R2003-1/120000104,MMHW-4R2003-1   120000104   M12 SHOULDERED WASHER ,GE ENERGY POWER CONVERSION LTD,2.35,30,TURN,2021-03-05,
291,58810/1.01,MILLING,MP/BAM1/PEPROFILESAMPLE,"BLACK PE PROFILE TO SAMPLE, 200mm X 35mm X 9mm",BAM NUTTALL,51.0,20,MILL,2021-03-05,
292,58769/1.01,TURNING,MP/IMP2/0000-0541,NOSE CAP - CLASS 1 to 4 TORQUE TOOL  0000-0541  Rev 2,FUGRO GB (NORTH) MARINE LTD,0.92,20,TURN,2021-03-08,
293,58769/1.01,TURNING,MP/IMP2/0000-0541,NOSE CAP - CLASS 1 to 4 TORQUE TOOL  0000-0541  Rev 2,FUGRO GB (NORTH) MARINE LTD,0.17,30,TURN,2021-03-08,
294,58769/1.01,TURNING,MP/IMP2/0000-0541,NOSE CAP - CLASS 1 to 4 TORQUE TOOL  0000-0541  Rev 2,FUGRO GB (NORTH) MARINE LTD,0.17,40,TURN,2021-03-08,
295,58769/1.01,MILLING,MP/IMP2/0000-0541,NOSE CAP - CLASS 1 to 4 TORQUE TOOL  0000-0541  Rev 2,FUGRO GB (NORTH) MARINE LTD,1.42,50,MILL,2021-03-08,
296,58769/2.01,TURNING,MP/IMP2/0251-0500,INDICATOR EXTENSION PIN 0251-0500 Rev 1,FUGRO GB (NORTH) MARINE LTD,1.04,20,TURN,2021-03-08,
297,58769/2.01,MILLING,MP/IMP2/0251-0500,INDICATOR EXTENSION PIN 0251-0500 Rev 1,FUGRO GB (NORTH) MARINE LTD,0.71,30,MILL,2021-03-08,
298,58769/2.01,MILLING,MP/IMP2/0251-0500,INDICATOR EXTENSION PIN 0251-0500 Rev 1,FUGRO GB (NORTH) MARINE LTD,0.75,40,MILL,2021-03-08,
299,58769/3.01,TURNING,MP/IMP2/1678-0529,1678-0529 Iss 02   PLUG RECEPTACLE DUAL PORT,FUGRO GB (NORTH) MARINE LTD,2.0,20,TURN,2021-03-08,
300,58769/3.01,TURNING,MP/IMP2/1678-0529,1678-0529 Iss 02   PLUG RECEPTACLE DUAL PORT,FUGRO GB (NORTH) MARINE LTD,1.25,30,TURN,2021-03-08,
301,58769/3.01,TURNING,MP/IMP2/1678-0529,1678-0529 Iss 02   PLUG RECEPTACLE DUAL PORT,FUGRO GB (NORTH) MARINE LTD,0.83,40,TURN,2021-03-08,
302,58769/3.01,MANUAL MACHINING,MP/IMP2/1678-0529,1678-0529 Iss 02   PLUG RECEPTACLE DUAL PORT,FUGRO GB (NORTH) MARINE LTD,0.83,50,ENGRAVE,2021-03-08,
303,58769/4.01,MILLING,MP/IMP2/8027-0517,"8027-0517 REV 01   LOADING RAIL, CLASS 6 & 7 TT 
NATURAL NYLON
",FUGRO GB (NORTH) MARINE LTD,2.5,20,MILL,2021-03-08,
304,58769/4.01,MANUAL MACHINING,MP/IMP2/8027-0517,"8027-0517 REV 01   LOADING RAIL, CLASS 6 & 7 TT 
NATURAL NYLON
",FUGRO GB (NORTH) MARINE LTD,0.08,30,ENGRAVE,2021-03-08,
305,58783/2.01,TURNING,MP/CRE1/CRE-MC3302-MDT,CRE-MC3302-MDT REV 04   SIZE 'B' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,4.3,20,TURN,2021-03-08,
306,58783/2.01,TURNING,MP/CRE1/CRE-MC3302-MDT,CRE-MC3302-MDT REV 04   SIZE 'B' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,0.5,30,MANUFACTURE OF JIG OR FIXTURE,2021-03-08,
307,58783/3.01,MILLING,MP/CRE1/CRE-MC3301-MDT,CRE-MC3301-MDT REV 04   SIZE 'A' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,28.5,50,MILL,2021-03-08,
308,58783/3.01,MILLING,MP/CRE1/CRE-MC3301-MDT,CRE-MC3301-MDT REV 04   SIZE 'A' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,0.75,60,MANUFACTURE OF JIG OR FIXTURE,2021-03-08,
309,58815/1.01,TURNING,MP/CRE1/CRE-IC2000-MDT,"CRE-IC2000-MDT REV 01   SIZE 'M' COAX (7.00 OD) INSERT MALE - BACK PRESSURE (GREEN ISOVAL)

**BILLET LENGTH 25 DIA X 35mm LONG",C R ENCAPSULATION LIMITED,1.5,20,TURN,2021-03-08,
310,58815/1.01,MILLING,MP/CRE1/CRE-IC2000-MDT,"CRE-IC2000-MDT REV 01   SIZE 'M' COAX (7.00 OD) INSERT MALE - BACK PRESSURE (GREEN ISOVAL)

**BILLET LENGTH 25 DIA X 35mm LONG",C R ENCAPSULATION LIMITED,2.08,30,MILL,2021-03-08,
311,58820/1.01,TURNING,MP/CRE1/CRE-IC1729-MDT,CRE-IC1729-MDT REV 01   INSERT SIZE 'C' 4 WAY - BP TYPE (EPOXY) ,C R ENCAPSULATION LIMITED,1.21,20,TURN,2021-03-08,
312,58820/1.01,MILLING,MP/CRE1/CRE-IC1729-MDT,CRE-IC1729-MDT REV 01   INSERT SIZE 'C' 4 WAY - BP TYPE (EPOXY) ,C R ENCAPSULATION LIMITED,1.33,30,MILL,2021-03-08,
313,58820/2.01,TURNING,MP/CRE1/CRE-IC1730-MDT,CRE-IC1730-MDT REV 01   INSERT SIZE 'C' 4 WAY FEMALE - BP TYPE (EPOXY),C R ENCAPSULATION LIMITED,1.08,20,TURN,2021-03-08,
314,58820/2.01,MILLING,MP/CRE1/CRE-IC1730-MDT,CRE-IC1730-MDT REV 01   INSERT SIZE 'C' 4 WAY FEMALE - BP TYPE (EPOXY),C R ENCAPSULATION LIMITED,1.07,30,MILL,2021-03-08,
315,58828/1.01,TURNING,MP/AII1/F191027,"F191027   AISCO1TAB Rev A   
25% GLASS FILLED PTFE BUSH 
20.1mm OD X 12.3mm ID X 20mm",A.I. INTERNATIONAL LTD.,2.0,20,TURN,2021-03-08,
316,58828/2.01,TURNING,MP/AII1/4000653,"4000653   AISCO1TAB Rev A   
25% GLASS FILLED PTFE BUSH 
24mm OD X 16.3mm ID X 40mm LG ",A.I. INTERNATIONAL LTD.,1.5,20,TURN,2021-03-08,
317,58828/3.01,TURNING,MP/AII1/F104706,"F104706   AISCO1TAB Rev A   
25% GLASS FILLED PTFE BUSH 
28mm OD X 20.25mm ID X 30mm LG ",A.I. INTERNATIONAL LTD.,2.5,20,TURN,2021-03-08,
318,58693/1.01,TURNING,MP/PER1/2443-DET,COMPENSATOR HOUSING 13.5 Lt   2443-DET Rev 3   (Black),FORUM ENERGY TECHNOLOGIES (UK) LTD,11.5,20,TURN,2021-03-09,
319,58783/1.01,TURNING,MP/CRE1/CRE-MC3303-MDT,CRE-MC3303-MDT REV 04   SIZE 'C' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,3.2,20,TURN,2021-03-09,
320,58783/1.01,TURNING,MP/CRE1/CRE-MC3303-MDT,CRE-MC3303-MDT REV 04   SIZE 'C' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,0.5,30,MANUFACTURE OF JIG OR FIXTURE,2021-03-09,
321,58783/1.01,TURNING,MP/CRE1/CRE-MC3303-MDT,CRE-MC3303-MDT REV 04   SIZE 'C' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,2.75,40,TURN,2021-03-09,
322,58783/2.01,TURNING,MP/CRE1/CRE-MC3302-MDT,CRE-MC3302-MDT REV 04   SIZE 'B' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,4.13,40,TURN,2021-03-09,
323,58783/2.01,MILLING,MP/CRE1/CRE-MC3302-MDT,CRE-MC3302-MDT REV 04   SIZE 'B' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,6.5,50,MILL,2021-03-09,
324,58829/1.01,TURNING,MP/OCE1/SSA-0054-361-21,SSA-0054-361-21  Rev X   TORQUE TOOL SUPPORT RING (BLACK ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,0.79,20,TURN,2021-03-09,
325,58693/1.01,MILLING,MP/PER1/2443-DET,COMPENSATOR HOUSING 13.5 Lt   2443-DET Rev 3   (Black),FORUM ENERGY TECHNOLOGIES (UK) LTD,6.5,30,MILL,2021-03-10,
326,58693/1.01,TURNING,MP/PER1/2443-DET,COMPENSATOR HOUSING 13.5 Lt   2443-DET Rev 3   (Black),FORUM ENERGY TECHNOLOGIES (UK) LTD,1.0,40,MANUFACTURE OF JIG OR FIXTURE,2021-03-10,
327,58695/1.01,MILLING,MP/PER1/2441-DET,COMPENSATOR BODY 13.5 Lt   2441-DET Rev 4  (Black),FORUM ENERGY TECHNOLOGIES (UK) LTD,27.0,50,MILL,2021-03-10,
328,58695/1.01,TURNING,MP/PER1/2441-DET,COMPENSATOR BODY 13.5 Lt   2441-DET Rev 4  (Black),FORUM ENERGY TECHNOLOGIES (UK) LTD,2.0,110,MANUFACTURE OF JIG OR FIXTURE,2021-03-10,
329,58783/1.01,MILLING,MP/CRE1/CRE-MC3303-MDT,CRE-MC3303-MDT REV 04   SIZE 'C' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,4.67,50,MILL,2021-03-10,
330,58783/1.01,MILLING,MP/CRE1/CRE-MC3303-MDT,CRE-MC3303-MDT REV 04   SIZE 'C' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,0.75,60,MANUFACTURE OF JIG OR FIXTURE,2021-03-10,
331,58783/1.01,MILLING,MP/CRE1/CRE-MC3303-MDT,CRE-MC3303-MDT REV 04   SIZE 'C' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,2.57,70,MILL,2021-03-10,
332,58783/2.01,MILLING,MP/CRE1/CRE-MC3302-MDT,CRE-MC3302-MDT REV 04   SIZE 'B' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,0.75,60,MANUFACTURE OF JIG OR FIXTURE,2021-03-10,
333,58783/2.01,MILLING,MP/CRE1/CRE-MC3302-MDT,CRE-MC3302-MDT REV 04   SIZE 'B' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,3.85,70,MILL,2021-03-10,
334,58783/3.01,MILLING,MP/CRE1/CRE-MC3301-MDT,CRE-MC3301-MDT REV 04   SIZE 'A' EXTENDED PEEK CONNECTOR BODY - MOULDED,C R ENCAPSULATION LIMITED,19.25,70,MILL,2021-03-10,
335,58821/1.01,TURNING,MP/CRE1/CRE-IC2007-MDT,CRE-IC2007-MDT REV 01   INSERT SIZE 'B' 18 WAY HYBRID MALE - BACK PRESSURE (EPOXY),C R ENCAPSULATION LIMITED,0.88,20,TURN,2021-03-10,
336,58821/1.01,MILLING,MP/CRE1/CRE-IC2007-MDT,CRE-IC2007-MDT REV 01   INSERT SIZE 'B' 18 WAY HYBRID MALE - BACK PRESSURE (EPOXY),C R ENCAPSULATION LIMITED,1.06,30,MILL,2021-03-10,
337,58823/1.01,MANUAL MACHINING,MP/SOI1/DE2086,PRESSURE HOUSING DE2086 iss 4,SOIL MACHINE DYNAMICS LIMITED,1.0,20,SAW,2021-03-10,
338,58823/1.01,TURNING,MP/SOI1/DE2086,PRESSURE HOUSING DE2086 iss 4,SOIL MACHINE DYNAMICS LIMITED,8.25,30,TURN,2021-03-10,
339,58823/3.01,TURNING,MP/SOI1/AC9723,"COUPLING FLANGE, AC9723 iss 1 (inspection reports included)",SOIL MACHINE DYNAMICS LIMITED,1.5,20,TURN,2021-03-10,
340,58823/3.01,TURNING,MP/SOI1/AC9723,"COUPLING FLANGE, AC9723 iss 1 (inspection reports included)",SOIL MACHINE DYNAMICS LIMITED,0.83,30,TURN,2021-03-10,
341,58823/3.01,MILLING,MP/SOI1/AC9723,"COUPLING FLANGE, AC9723 iss 1 (inspection reports included)",SOIL MACHINE DYNAMICS LIMITED,2.42,40,MILL,2021-03-10,
342,58823/5.01,TURNING,MP/SOI1/TM2053,LEVEL WIND CHAIN TENSIONER ROLLER] TM2053 rev 0,SOIL MACHINE DYNAMICS LIMITED,1.17,20,TURN,2021-03-10,
343,58823/5.01,TURNING,MP/SOI1/TM2053,LEVEL WIND CHAIN TENSIONER ROLLER] TM2053 rev 0,SOIL MACHINE DYNAMICS LIMITED,0.1,30,TURN,2021-03-10,
344,58827/1.01,MILLING,MP/SCO019/NYLONWEDGE,"NATURAL NYLON WEDGE, AS SAMPLE BUT WITHOUT HOLES",SCOTBEEF LIMITED,1.25,20,MILL,2021-03-10,
345,58827/2.01,TURNING,MP/SCO019/NYLON SLEEVE,"NATURAL NYLON SLEEVE AS SAMPLE, TO BE SPLIT(NOT A COMPLETE CIRCLE, WILL HAVE WIDTH OF A BLADE SPLIT LINE) ",SCOTBEEF LIMITED,1.15,20,TURN,2021-03-10,
346,58827/2.01,MANUAL MACHINING,MP/SCO019/NYLON SLEEVE,"NATURAL NYLON SLEEVE AS SAMPLE, TO BE SPLIT(NOT A COMPLETE CIRCLE, WILL HAVE WIDTH OF A BLADE SPLIT LINE) ",SCOTBEEF LIMITED,0.23,30,SAW - SPLIT IN HALF,2021-03-10,
347,58833/1.01,TURNING,MP/SOI1/AB0386,ROLLER AB0386 iss 0,SOIL MACHINE DYNAMICS LIMITED,2.25,20,TURN,2021-03-10,
348,58834/1.01,TURNING,MP/SOI1/AB0386,ROLLER AB0386 iss 0,SOIL MACHINE DYNAMICS LIMITED,1.42,20,TURN,2021-03-10,
349,58755/1.01,MILLING,MP/OCE1/980024626,980024626 Rev B   PLASTIC BODY COVER LHS (BLACK ACETAL) ,OCEANEERING INTERNATIONAL SERVICES LTD,52.0,20,MILL,2021-03-11,
350,58755/2.01,MILLING,MP/OCE1/980024627,980024627 Rev B   PLASTIC BODY COVER RHS (BLACK ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,46.0,20,MILL,2021-03-11,
351,58755/4.01,TURNING,MP/OCE1/980026513,980026513 Rev B   PROTECTION SLEEVE RHS (BLACK ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,4.3,20,TURN,2021-03-11,
352,58755/5.01,TURNING,MP/OCE1/980026358,980026358 Rev B   PROTECTION SLEEVE LHS (BLACK ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,4.0,20,TURN,2021-03-11,
353,58826/3.01,TURNING,MP/MET3/816-085,"816-085 REV A   CONNECTION INSULATOR, Ø12.425mm OD, Ø3.5mm ID, 83.3mm LG (PEEK GF30)",METROL TECHNOLOGY LIMITED,4.58,20,TURN,2021-03-11,
354,58837/1.01,TURNING,MP/BRO2/FILLER_NOZZLE/PEEK,LINE 7 PEEK FILLER NOZZLE TO SAMPLE ,BROXBURN BOTTLERS,1.58,20,TURN,2021-03-11,
355,58837/1.01,TURNING,MP/BRO2/FILLER_NOZZLE/PEEK,LINE 7 PEEK FILLER NOZZLE TO SAMPLE ,BROXBURN BOTTLERS,0.58,30,TURN,2021-03-11,
356,58837/1.01,TURNING,MP/BRO2/FILLER_NOZZLE/PEEK,LINE 7 PEEK FILLER NOZZLE TO SAMPLE ,BROXBURN BOTTLERS,0.92,40,"TURN THREAD 
THREAD",2021-03-11,
357,58837/1.01,TURNING,MP/BRO2/FILLER_NOZZLE/PEEK,LINE 7 PEEK FILLER NOZZLE TO SAMPLE ,BROXBURN BOTTLERS,0.25,50,SPLIT BUSH,2021-03-11,
358,58837/1.01,MILLING,MP/BRO2/FILLER_NOZZLE/PEEK,LINE 7 PEEK FILLER NOZZLE TO SAMPLE ,BROXBURN BOTTLERS,1.58,60,MILL PTG ANGLED ,2021-03-11,
359,58837/1.01,MILLING,MP/BRO2/FILLER_NOZZLE/PEEK,LINE 7 PEEK FILLER NOZZLE TO SAMPLE ,BROXBURN BOTTLERS,0.42,70,MILL,2021-03-11,
360,58755/1.01,MANUAL MACHINING,MP/OCE1/980024626,980024626 Rev B   PLASTIC BODY COVER LHS (BLACK ACETAL) ,OCEANEERING INTERNATIONAL SERVICES LTD,12.0,30,MANUAL MACHINING (VARIOUS),2021-03-12,
361,58755/2.01,MANUAL MACHINING,MP/OCE1/980024627,980024627 Rev B   PLASTIC BODY COVER RHS (BLACK ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,9.0,30,FINISH,2021-03-12,
362,58755/3.01,CNC ROUTERS,MP/OCE1/980026377,980026377 Rev B   PLASTIC COVER END PLATE (BLACK ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,4.0,20,CNC ROUTER,2021-03-12,
363,58755/3.01,MANUAL MACHINING,MP/OCE1/980026377,980026377 Rev B   PLASTIC COVER END PLATE (BLACK ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,2.0,30,MANUAL MACHINING (VARIOUS),2021-03-12,
364,58755/4.01,MILLING,MP/OCE1/980026513,980026513 Rev B   PROTECTION SLEEVE RHS (BLACK ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,10.5,30,MILL,2021-03-12,
365,58755/5.01,MILLING,MP/OCE1/980026358,980026358 Rev B   PROTECTION SLEEVE LHS (BLACK ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,6.0,30,MILL,2021-03-12,
366,58813/1.01,MILLING,MP/OCE1/980002957,980002957 Rev B   PLATE - CHECK VALVE MOUNTING (BLACK ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,1.08,20,MILL & ENGRAVE,2021-03-12,
367,58813/1.01,MILLING,MP/OCE1/980002957,980002957 Rev B   PLATE - CHECK VALVE MOUNTING (BLACK ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,0.03,30,MILL,2021-03-12,
368,58826/1.01,TURNING,MP/MET3/702-010,"702-010 Rev A   POWER PIN INSULATOR, POWERLINE FEEDTHRU  (PEEK 450G)",METROL TECHNOLOGY LIMITED,1.83,20,TURN,2021-03-12,
369,58826/1.01,MILLING,MP/MET3/702-010,"702-010 Rev A   POWER PIN INSULATOR, POWERLINE FEEDTHRU  (PEEK 450G)",METROL TECHNOLOGY LIMITED,1.58,30,MILL,2021-03-12,
370,58826/2.01,TURNING,MP/MET3/702-083,"702-083 REV A   INSULATOR, PLUG CONDUCTER ROD, 13.625mm OD, 4.3mm ID, 59.3mm LG (PEEK 450G)",METROL TECHNOLOGY LIMITED,2.05,20,TURN,2021-03-12,
371,58826/2.01,TURNING,MP/MET3/702-083,"702-083 REV A   INSULATOR, PLUG CONDUCTER ROD, 13.625mm OD, 4.3mm ID, 59.3mm LG (PEEK 450G)",METROL TECHNOLOGY LIMITED,0.7,30,TURN,2021-03-12,
